"高碑店市","保定市","河北省"
"桥东区","张家口市","河北省"
"桥西区","张家口市","河北省"
"宣化区","张家口市","河北省"
"下花园区","张家口市","河北省"
"宣化县","张家口市","河北省"
"张北县","张家口市","河北省"
"康保县","张家口市","河北省"
"沽源县","张家口市","河北省"
"尚义县","张家口市","河北省"
"蔚县","张家口市","河北省"
"阳原县","张家口市","河北省"
"怀安县","张家口市","河北省"
"万全县","张家口市","河北省"
"怀来县","张家口市","河北省"
"涿鹿县","张家口市","河北省"
"赤城县","张家口市","河北省"
"崇礼县","张家口市","河北省"
"双桥区","承德市","河北省"
"双滦区","承德市","河北省"
"鹰手营子矿区","承德市","河北省"
"承德县","承德市","河北省"
"兴隆县","承德市","河北省"
"平泉县","承德市","河北省"
"滦平县","承德市","河北省"
"隆化县","承德市","河北省"
"丰宁满族自治县","承德市","河北省"
"宽城满族自治县","承德市","河北省"
"围场满族蒙古族自治县","承德市","河北省"
"新华区","沧州市","河北省"
"运河区","沧州市","河北省"
"沧县","沧州市","河北省"
"青县","沧州市","河北省"
"东光县","沧州市","河北省"
"海兴县","沧州市","河北省"
"盐山县","沧州市","河北省"
"肃宁县","沧州市","河北省"
"南皮县","沧州市","河北省"
"吴桥县","沧州市","河北省"
"献县","沧州市","河北省"
"孟村回族自治县","沧州市","河北省"
"泊头市","沧州市","河北省"
"任丘市","沧州市","河北省"
"黄骅市","沧州市","河北省"
"河间市","沧州市","河北省"
"安次区","廊坊市","河北省"
"广阳区","廊坊市","河北省"
"固安县","廊坊市","河北省"
"永清县","廊坊市","河北省"
"香河县","廊坊市","河北省"
"大城县","廊坊市","河北省"
"文安县","廊坊市","河北省"
"大厂回族自治县","廊坊市","河北省"
"霸州市","廊坊市","河北省"
"三河市","廊坊市","河北省"
"桃城区","衡水市","河北省"
"枣强县","衡水市","河北省"
"武邑县","衡水市","河北省"
"武强县","衡水市","河北省"
"饶阳县","衡水市","河北省"
"安平县","衡水市","河北省"
"故城县","衡水市","河北省"
"景县","衡水市","河北省"
"阜城县","衡水市","河北省"
"冀州市","衡水市","河北省"
"深州市","衡水市","河北省"
"小店区","太原市","山西省"
"迎泽区","太原市","山西省"
"杏花岭区","太原市","山西省"
"尖草坪区","太原市","山西省"
"万柏林区","太原市","山西省"
"晋源区","太原市","山西省"
"清徐县","太原市","山西省"
"阳曲县","太原市","山西省"
"娄烦县","太原市","山西省"
"古交市","太原市","山西省"
"城区","大同市","山西省"
"矿区","大同市","山西省"
"南郊区","大同市","山西省"
"新荣区","大同市","山西省"
"阳高县","大同市","山西省"
"天镇县","大同市","山西省"
"广灵县","大同市","山西省"
"灵丘县","大同市","山西省"
"浑源县","大同市","山西省"
"左云县","大同市","山西省"
"大同县","大同市","山西省"
"城区","阳泉市","山西省"
"矿区","阳泉市","山西省"
"郊区","阳泉市","山西省"
"平定县","阳泉市","山西省"
"盂县","阳泉市","山西省"
"城区","长治市","山西省"
"郊区","长治市","山西省"
"长治县","长治市","山西省"
"襄垣县","长治市","山西省"
"屯留县","长治市","山西省"
"平顺县","长治市","山西省"
"黎城县","长治市","山西省"
"壶关县","长治市","山西省"
"长子县","长治市","山西省"
"武乡县","长治市","山西省"
"沁县","长治市","山西省"
"沁源县","长治市","山西省"
"潞城市","长治市","山西省"
"城区","晋城市","山西省"
"沁水县","晋城市","山西省"
"阳城县","晋城市","山西省"
"陵川县","晋城市","山西省"
"泽州县","晋城市","山西省"
"高平市","晋城市","山西省"
"朔城区","朔州市","山西省"
"平鲁区","朔州市","山西省"
"山阴县","朔州市","山西省"
"应县","朔州市","山西省"
"右玉县","朔州市","山西省"
"怀仁县","朔州市","山西省"
"榆次区","晋中市","山西省"
"榆社县","晋中市","山西省"
"左权县","晋中市","山西省"
"和顺县","晋中市","山西省"
"昔阳县","晋中市","山西省"
"寿阳县","晋中市","山西省"
"太谷县","晋中市","山西省"
"祁县","晋中市","山西省"
"平遥县","晋中市","山西省"
"灵石县","晋中市","山西省"
"介休市","晋中市","山西省"
"盐湖区","运城市","山西省"
"临猗县","运城市","山西省"
"万荣县","运城市","山西省"
"闻喜县","运城市","山西省"
"稷山县","运城市","山西省"
"新绛县","运城市","山西省"
"绛县","运城市","山西省"
"垣曲县","运城市","山西省"
"夏县","运城市","山西省"
"平陆县","运城市","山西省"
"芮城县","运城市","山西省"
"永济市","运城市","山西省"
"河津市","运城市","山西省"
"忻府区","忻州市","山西省"
"定襄县","忻州市","山西省"
"五台县","忻州市","山西省"
"代县","忻州市","山西省"
"繁峙县","忻州市","山西省"
"宁武县","忻州市","山西省"
"静乐县","忻州市","山西省"
"神池县","忻州市","山西省"
"五寨县","忻州市","山西省"
"岢岚县","忻州市","山西省"
"河曲县","忻州市","山西省"
"保德县","忻州市","山西省"
"偏关县","忻州市","山西省"
"原平市","忻州市","山西省"
"尧都区","临汾市","山西省"
"曲沃县","临汾市","山西省"
"翼城县","临汾市","山西省"
"襄汾县","临汾市","山西省"
"洪洞县","临汾市","山西省"
"古县","临汾市","山西省"
"安泽县","临汾市","山西省"
"浮山县","临汾市","山西省"
"吉县","临汾市","山西省"
"乡宁县","临汾市","山西省"
"大宁县","临汾市","山西省"
"隰县","临汾市","山西省"
"永和县","临汾市","山西省"
"蒲县","临汾市","山西省"
"汾西县","临汾市","山西省"
"侯马市","临汾市","山西省"
"霍州市","临汾市","山西省"
"离石区","吕梁市","山西省"
"文水县","吕梁市","山西省"
"交城县","吕梁市","山西省"
"兴县","吕梁市","山西省"
"临县","吕梁市","山西省"
"柳林县","吕梁市","山西省"
"石楼县","吕梁市","山西省"
"岚县","吕梁市","山西省"
"方山县","吕梁市","山西省"
"中阳县","吕梁市","山西省"
"交口县","吕梁市","山西省"
"孝义市","吕梁市","山西省"
"汾阳市","吕梁市","山西省"
"新城区","呼和浩特市","内蒙古自治区"
"回民区","呼和浩特市","内蒙古自治区"
"玉泉区","呼和浩特市","内蒙古自治区"
"赛罕区","呼和浩特市","内蒙古自治区"
"土默特左旗","呼和浩特市","内蒙古自治区"
"托克托县","呼和浩特市","内蒙古自治区"
"和林格尔县","呼和浩特市","内蒙古自治区"
"清水河县","呼和浩特市","内蒙古自治区"
"武川县","呼和浩特市","内蒙古自治区"
"东河区","包头市","内蒙古自治区"
"昆都仑区","包头市","内蒙古自治区"
"青山区","包头市","内蒙古自治区"
"石拐区","包头市","内蒙古自治区"
"白云矿区","包头市","内蒙古自治区"
"九原区","包头市","内蒙古自治区"
"土默特右旗","包头市","内蒙古自治区"
"固阳县","包头市","内蒙古自治区"
"达尔罕茂明安联合旗","包头市","内蒙古自治区"
"海勃湾区","乌海市","内蒙古自治区"
"海南区","乌海市","内蒙古自治区"
"乌达区","乌海市","内蒙古自治区"
"红山区","赤峰市","内蒙古自治区"
"元宝山区","赤峰市","内蒙古自治区"
"松山区","赤峰市","内蒙古自治区"
"阿鲁科尔沁旗","赤峰市","内蒙古自治区"
"巴林左旗","赤峰市","内蒙古自治区"
"巴林右旗","赤峰市","内蒙古自治区"
"林西县","赤峰市","内蒙古自治区"
"克什克腾旗","赤峰市","内蒙古自治区"
"翁牛特旗","赤峰市","内蒙古自治区"
"喀喇沁旗","赤峰市","内蒙古自治区"
"宁城县","赤峰市","内蒙古自治区"
"敖汉旗","赤峰市","内蒙古自治区"
"科尔沁区","通辽市","内蒙古自治区"
"科尔沁左翼中旗","通辽市","内蒙古自治区"
"科尔沁左翼后旗","通辽市","内蒙古自治区"
"开鲁县","通辽市","内蒙古自治区"
"库伦旗","通辽市","内蒙古自治区"
"奈曼旗","通辽市","内蒙古自治区"
"扎鲁特旗","通辽市","内蒙古自治区"
"霍林郭勒市","通辽市","内蒙古自治区"
"东胜区","鄂尔多斯市","内蒙古自治区"
"达拉特旗","鄂尔多斯市","内蒙古自治区"
"准格尔旗","鄂尔多斯市","内蒙古自治区"
"鄂托克前旗","鄂尔多斯市","内蒙古自治区"
"鄂托克旗","鄂尔多斯市","内蒙古自治区"
"杭锦旗","鄂尔多斯市","内蒙古自治区"
"乌审旗","鄂尔多斯市","内蒙古自治区"
"伊金霍洛旗","鄂尔多斯市","内蒙古自治区"
"海拉尔区","呼伦贝尔市","内蒙古自治区"
"阿荣旗","呼伦贝尔市","内蒙古自治区"
"莫力达瓦达斡尔族自治旗","呼伦贝尔市","内蒙古自治区"
"鄂伦春自治旗","呼伦贝尔市","内蒙古自治区"
"鄂温克族自治旗","呼伦贝尔市","内蒙古自治区"
"陈巴尔虎旗","呼伦贝尔市","内蒙古自治区"
"新巴尔虎左旗","呼伦贝尔市","内蒙古自治区"
"新巴尔虎右旗","呼伦贝尔市","内蒙古自治区"
"满洲里市","呼伦贝尔市","内蒙古自治区"
"牙克石市","呼伦贝尔市","内蒙古自治区"
"扎兰屯市","呼伦贝尔市","内蒙古自治区"
"额尔古纳市","呼伦贝尔市","内蒙古自治区"
"根河市","呼伦贝尔市","内蒙古自治区"
"临河区","巴彦淖尔市","内蒙古自治区"
"五原县","巴彦淖尔市","内蒙古自治区"
"磴口县","巴彦淖尔市","内蒙古自治区"
"乌拉特前旗","巴彦淖尔市","内蒙古自治区"
"乌拉特中旗","巴彦淖尔市","内蒙古自治区"
"乌拉特后旗","巴彦淖尔市","内蒙古自治区"
"杭锦后旗","巴彦淖尔市","内蒙古自治区"
"集宁区","乌兰察布市","内蒙古自治区"
"卓资县","乌兰察布市","内蒙古自治区"
"化德县","乌兰察布市","内蒙古自治区"
"商都县","乌兰察布市","内蒙古自治区"
"兴和县","乌兰察布市","内蒙古自治区"
"凉城县","乌兰察布市","内蒙古自治区"
"察哈尔右翼前旗","乌兰察布市","内蒙古自治区"
"察哈尔右翼中旗","乌兰察布市","内蒙古自治区"
"察哈尔右翼后旗","乌兰察布市","内蒙古自治区"
"四子王旗","乌兰察布市","内蒙古自治区"
"丰镇市","乌兰察布市","内蒙古自治区"
"乌兰浩特市","兴安盟","内蒙古自治区"
"阿尔山市","兴安盟","内蒙古自治区"
"科尔沁右翼前旗","兴安盟","内蒙古自治区"
"科尔沁右翼中旗","兴安盟","内蒙古自治区"
"扎赉特旗","兴安盟","内蒙古自治区"
"突泉县","兴安盟","内蒙古自治区"
"二连浩特市","锡林郭勒盟","内蒙古自治区"
"锡林浩特市","锡林郭勒盟","内蒙古自治区"
"阿巴嘎旗","锡林郭勒盟","内蒙古自治区"
"苏尼特左旗","锡林郭勒盟","内蒙古自治区"
"苏尼特右旗","锡林郭勒盟","内蒙古自治区"
"东乌珠穆沁旗","锡林郭勒盟","内蒙古自治区"
"西乌珠穆沁旗","锡林郭勒盟","内蒙古自治区"
"太仆寺旗","锡林郭勒盟","内蒙古自治区"
"镶黄旗","锡林郭勒盟","内蒙古自治区"
"正镶白旗","锡林郭勒盟","内蒙古自治区"
"正蓝旗","锡林郭勒盟","内蒙古自治区"
"多伦县","锡林郭勒盟","内蒙古自治区"
"阿拉善左旗","阿拉善盟","内蒙古自治区"
"阿拉善右旗","阿拉善盟","内蒙古自治区"
"额济纳旗","阿拉善盟","内蒙古自治区"
"和平区","沈阳市","辽宁省"
"沈河区","沈阳市","辽宁省"
"大东区","沈阳市","辽宁省"
"皇姑区","沈阳市","辽宁省"
"铁西区","沈阳市","辽宁省"
"苏家屯区","沈阳市","辽宁省"
"东陵区","沈阳市","辽宁省"
"新城子区","沈阳市","辽宁省"
"于洪区","沈阳市","辽宁省"
"辽中县","沈阳市","辽宁省"
"康平县","沈阳市","辽宁省"
"法库县","沈阳市","辽宁省"
"新民市","沈阳市","辽宁省"
"中山区","大连市","辽宁省"
"西岗区","大连市","辽宁省"
"沙河口区","大连市","辽宁省"
"甘井子区","大连市","辽宁省"
"旅顺口区","大连市","辽宁省"
"金州区","大连市","辽宁省"
"长海县","大连市","辽宁省"
"瓦房店市","大连市","辽宁省"
"普兰店市","大连市","辽宁省"
"庄河市","大连市","辽宁省"
"铁东区","鞍山市","辽宁省"
"铁西区","鞍山市","辽宁省"
"立山区","鞍山市","辽宁省"
"千山区","鞍山市","辽宁省"
"台安县","鞍山市","辽宁省"
"岫岩满族自治县","鞍山市","辽宁省"
"海城市","鞍山市","辽宁省"
"新抚区","抚顺市","辽宁省"
"东洲区","抚顺市","辽宁省"
"望花区","抚顺市","辽宁省"
"顺城区","抚顺市","辽宁省"
"抚顺县","抚顺市","辽宁省"
"新宾满族自治县","抚顺市","辽宁省"
"清原满族自治县","抚顺市","辽宁省"
"平山区","本溪市","辽宁省"
"溪湖区","本溪市","辽宁省"
"明山区","本溪市","辽宁省"
"南芬区","本溪市","辽宁省"
"本溪满族自治县","本溪市","辽宁省"
"桓仁满族自治县","本溪市","辽宁省"
"元宝区","丹东市","辽宁省"
"振兴区","丹东市","辽宁省"
"振安区","丹东市","辽宁省"
"宽甸满族自治县","丹东市","辽宁省"
"东港市","丹东市","辽宁省"
"凤城市","丹东市","辽宁省"
"古塔区","锦州市","辽宁省"
"凌河区","锦州市","辽宁省"
"太和区","锦州市","辽宁省"
"黑山县","锦州市","辽宁省"
"义县","锦州市","辽宁省"
"凌海市","锦州市","辽宁省"
"北宁市","锦州市","辽宁省"
"站前区","营口市","辽宁省"
"西市区","营口市","辽宁省"
"鲅鱼圈区","营口市","辽宁省"
"老边区","营口市","辽宁省"
"盖州市","营口市","辽宁省"
"大石桥市","营口市","辽宁省"
"海州区","阜新市","辽宁省"
"新邱区","阜新市","辽宁省"
"太平区","阜新市","辽宁省"
"清河门区","阜新市","辽宁省"
"细河区","阜新市","辽宁省"
"阜新蒙古族自治县","阜新市","辽宁省"
"彰武县","阜新市","辽宁省"
"白塔区","辽阳市","辽宁省"
"文圣区","辽阳市","辽宁省"
"宏伟区","辽阳市","辽宁省"
"弓长岭区","辽阳市","辽宁省"
"太子河区","辽阳市","辽宁省"
"辽阳县","辽阳市","辽宁省"
"灯塔市","辽阳市","辽宁省"
"双台子区","盘锦市","辽宁省"
"兴隆台区","盘锦市","辽宁省"
"大洼县","盘锦市","辽宁省"
"盘山县","盘锦市","辽宁省"
"银州区","铁岭市","辽宁省"
"清河区","铁岭市","辽宁省"
"铁岭县","铁岭市","辽宁省"
"西丰县","铁岭市","辽宁省"
"昌图县","铁岭市","辽宁省"
"调兵山市","铁岭市","辽宁省"
"开原市","铁岭市","辽宁省"
"双塔区","朝阳市","辽宁省"
"龙城区","朝阳市","辽宁省"
"朝阳县","朝阳市","辽宁省"
"建平县","朝阳市","辽宁省"
"喀喇沁左翼蒙古族自治县","朝阳市","辽宁省"
"北票市","朝阳市","辽宁省"
"凌源市","朝阳市","辽宁省"
"连山区","葫芦岛市","辽宁省"
"龙港区","葫芦岛市","辽宁省"
"南票区","葫芦岛市","辽宁省"
"绥中县","葫芦岛市","辽宁省"
"建昌县","葫芦岛市","辽宁省"
"兴城市","葫芦岛市","辽宁省"
"南关区","长春市","吉林省"
"宽城区","长春市","吉林省"
"朝阳区","长春市","吉林省"
"二道区","长春市","吉林省"
"绿园区","长春市","吉林省"
"双阳区","长春市","吉林省"
"农安县","长春市","吉林省"
"九台市","长春市","吉林省"
"榆树市","长春市","吉林省"
"德惠市","长春市","吉林省"
"昌邑区","吉林市","吉林省"
"龙潭区","吉林市","吉林省"
"船营区","吉林市","吉林省"
"丰满区","吉林市","吉林省"
"永吉县","吉林市","吉林省"
"蛟河市","吉林市","吉林省"
"桦甸市","吉林市","吉林省"
"舒兰市","吉林市","吉林省"
"磐石市","吉林市","吉林省"
"铁西区","四平市","吉林省"
"铁东区","四平市","吉林省"
"梨树县","四平市","吉林省"
"伊通满族自治县","四平市","吉林省"
"公主岭市","四平市","吉林省"
"双辽市","四平市","吉林省"
"龙山区","辽源市","吉林省"
"西安区","辽源市","吉林省"
"东丰县","辽源市","吉林省"
"东辽县","辽源市","吉林省"
"东昌区","通化市","吉林省"
"二道江区","通化市","吉林省"
"通化县","通化市","吉林省"
"辉南县","通化市","吉林省"
"柳河县","通化市","吉林省"
"梅河口市","通化市","吉林省"
"集安市","通化市","吉林省"
"八道江区","白山市","吉林省"
"抚松县","白山市","吉林省"
"靖宇县","白山市","吉林省"
"长白朝鲜族自治县","白山市","吉林省"
"江源县","白山市","吉林省"
"临江市","白山市","吉林省"
"宁江区","松原市","吉林省"
"前郭尔罗斯蒙古族自治县","松原市","吉林省"
"长岭县","松原市","吉林省"
"乾安县","松原市","吉林省"
"扶余县","松原市","吉林省"
"洮北区","白城市","吉林省"
"镇赉县","白城市","吉林省"
"通榆县","白城市","吉林省"
"洮南市","白城市","吉林省"
"大安市","白城市","吉林省"
"延吉市","延边朝鲜族自治州","吉林省"
"图们市","延边朝鲜族自治州","吉林省"
"敦化市","延边朝鲜族自治州","吉林省"
"珲春市","延边朝鲜族自治州","吉林省"
"龙井市","延边朝鲜族自治州","吉林省"
"和龙市","延边朝鲜族自治州","吉林省"
"汪清县","延边朝鲜族自治州","吉林省"
"安图县","延边朝鲜族自治州","吉林省"
"道里区","哈尔滨市","黑龙江省"
"南岗区","哈尔滨市","黑龙江省"
"道外区","哈尔滨市","黑龙江省"
"香坊区","哈尔滨市","黑龙江省"
"动力区","哈尔滨市","黑龙江省"
"平房区","哈尔滨市","黑龙江省"
"松北区","哈尔滨市","黑龙江省"
"呼兰区","哈尔滨市","黑龙江省"
"依兰县","哈尔滨市","黑龙江省"
"方正县","哈尔滨市","黑龙江省"
"宾县","哈尔滨市","黑龙江省"
"巴彦县","哈尔滨市","黑龙江省"
"木兰县","哈尔滨市","黑龙江省"
"通河县","哈尔滨市","黑龙江省"
"延寿县","哈尔滨市","黑龙江省"
"阿城市","哈尔滨市","黑龙江省"
"双城市","哈尔滨市","黑龙江省"
"尚志市","哈尔滨市","黑龙江省"
"五常市","哈尔滨市","黑龙江省"
"龙沙区","齐齐哈尔市","黑龙江省"
"建华区","齐齐哈尔市","黑龙江省"
"铁锋区","齐齐哈尔市","黑龙江省"
"昂昂溪区","齐齐哈尔市","黑龙江省"
"富拉尔基区","齐齐哈尔市","黑龙江省"
"碾子山区","齐齐哈尔市","黑龙江省"
"梅里斯达斡尔族区","齐齐哈尔市","黑龙江省"
"龙江县","齐齐哈尔市","黑龙江省"
"依安县","齐齐哈尔市","黑龙江省"
"泰来县","齐齐哈尔市","黑龙江省"
"甘南县","齐齐哈尔市","黑龙江省"
"富裕县","齐齐哈尔市","黑龙江省"
"克山县","齐齐哈尔市","黑龙江省"
"克东县","齐齐哈尔市","黑龙江省"
"拜泉县","齐齐哈尔市","黑龙江省"
"讷河市","齐齐哈尔市","黑龙江省"
"鸡冠区","鸡西市","黑龙江省"
"恒山区","鸡西市","黑龙江省"
"滴道区","鸡西市","黑龙江省"
"梨树区","鸡西市","黑龙江省"
"城子河区","鸡西市","黑龙江省"
"麻山区","鸡西市","黑龙江省"
"鸡东县","鸡西市","黑龙江省"
"虎林市","鸡西市","黑龙江省"
"密山市","鸡西市","黑龙江省"
"向阳区","鹤岗市","黑龙江省"
"工农区","鹤岗市","黑龙江省"
"南山区","鹤岗市","黑龙江省"
"兴安区","鹤岗市","黑龙江省"
"东山区","鹤岗市","黑龙江省"
"兴山区","鹤岗市","黑龙江省"
"萝北县","鹤岗市","黑龙江省"
"绥滨县","鹤岗市","黑龙江省"
"尖山区","双鸭山市","黑龙江省"
"岭东区","双鸭山市","黑龙江省"
"四方台区","双鸭山市","黑龙江省"
"宝山区","双鸭山市","黑龙江省"
"集贤县","双鸭山市","黑龙江省"
"友谊县","双鸭山市","黑龙江省"
"宝清县","双鸭山市","黑龙江省"
"饶河县","双鸭山市","黑龙江省"
"萨尔图区","大庆市","黑龙江省"
"龙凤区","大庆市","黑龙江省"
"让胡路区","大庆市","黑龙江省"
"红岗区","大庆市","黑龙江省"
"大同区","大庆市","黑龙江省"
"肇州县","大庆市","黑龙江省"
"肇源县","大庆市","黑龙江省"
"林甸县","大庆市","黑龙江省"
"杜尔伯特蒙古族自治县","大庆市","黑龙江省"
"伊春区","伊春市","黑龙江省"
"南岔区","伊春市","黑龙江省"
"友好区","伊春市","黑龙江省"
"西林区","伊春市","黑龙江省"
"翠峦区","伊春市","黑龙江省"
"新青区","伊春市","黑龙江省"
"美溪区","伊春市","黑龙江省"
"金山屯区","伊春市","黑龙江省"
"五营区","伊春市","黑龙江省"
"乌马河区","伊春市","黑龙江省"
"汤旺河区","伊春市","黑龙江省"
"带岭区","伊春市","黑龙江省"
"乌伊岭区","伊春市","黑龙江省"
"红星区","伊春市","黑龙江省"
"上甘岭区","伊春市","黑龙江省"
"嘉荫县","伊春市","黑龙江省"
"铁力市","伊春市","黑龙江省"
"永红区","佳木斯市","黑龙江省"
"向阳区","佳木斯市","黑龙江省"
"前进区","佳木斯市","黑龙江省"
"东风区","佳木斯市","黑龙江省"
"郊区","佳木斯市","黑龙江省"
"桦南县","佳木斯市","黑龙江省"
"桦川县","佳木斯市","黑龙江省"
"汤原县","佳木斯市","黑龙江省"
"抚远县","佳木斯市","黑龙江省"
"同江市","佳木斯市","黑龙江省"
"富锦市","佳木斯市","黑龙江省"
"新兴区","七台河市","黑龙江省"
"桃山区","七台河市","黑龙江省"
"茄子河区","七台河市","黑龙江省"
"勃利县","七台河市","黑龙江省"
"东安区","牡丹江市","黑龙江省"
"阳明区","牡丹江市","黑龙江省"
"爱民区","牡丹江市","黑龙江省"
"西安区","牡丹江市","黑龙江省"
"东宁县","牡丹江市","黑龙江省"
"林口县","牡丹江市","黑龙江省"
"绥芬河市","牡丹江市","黑龙江省"
"海林市","牡丹江市","黑龙江省"
"宁安市","牡丹江市","黑龙江省"
"穆棱市","牡丹江市","黑龙江省"
"爱辉区","黑河市","黑龙江省"
"嫩江县","黑河市","黑龙江省"
"逊克县","黑河市","黑龙江省"
"孙吴县","黑河市","黑龙江省"
"北安市","黑河市","黑龙江省"
"五大连池市","黑河市","黑龙江省"
"北林区","绥化市","黑龙江省"
"望奎县","绥化市","黑龙江省"
"兰西县","绥化市","黑龙江省"
"青冈县","绥化市","黑龙江省"
"庆安县","绥化市","黑龙江省"
"明水县","绥化市","黑龙江省"
"绥棱县","绥化市","黑龙江省"
"安达市","绥化市","黑龙江省"
"肇东市","绥化市","黑龙江省"
"海伦市","绥化市","黑龙江省"
"呼玛县","大兴安岭地区","黑龙江省"
"塔河县","大兴安岭地区","黑龙江省"
"漠河县","大兴安岭地区","黑龙江省"
"黄浦区","上海市","上海市"
"卢湾区","上海市","上海市"
"徐汇区","上海市","上海市"
"长宁区","上海市","上海市"
"静安区","上海市","上海市"
"普陀区","上海市","上海市"
"闸北区","上海市","上海市"
"虹口区","上海市","上海市"
"杨浦区","上海市","上海市"
"闵行区","上海市","上海市"
"宝山区","上海市","上海市"
"嘉定区","上海市","上海市"
"浦东新区","上海市","上海市"
"金山区","上海市","上海市"
"松江区","上海市","上海市"
"青浦区","上海市","上海市"
"南汇区","上海市","上海市"
"奉贤区","上海市","上海市"
"崇明县","上海市","上海市"
"玄武区","南京市","江苏省"
"白下区","南京市","江苏省"
"秦淮区","南京市","江苏省"
"建邺区","南京市","江苏省"
"鼓楼区","南京市","江苏省"
"下关区","南京市","江苏省"
"浦口区","南京市","江苏省"
"栖霞区","南京市","江苏省"
"雨花台区","南京市","江苏省"
"江宁区","南京市","江苏省"
"六合区","南京市","江苏省"
"溧水县","南京市","江苏省"
"高淳县","南京市","江苏省"
"崇安区","无锡市","江苏省"
"南长区","无锡市","江苏省"
"北塘区","无锡市","江苏省"
"锡山区","无锡市","江苏省"
"惠山区","无锡市","江苏省"
"滨湖区","无锡市","江苏省"
"江阴市","无锡市","江苏省"
"宜兴市","无锡市","江苏省"
"鼓楼区","徐州市","江苏省"
"云龙区","徐州市","江苏省"
"九里区","徐州市","江苏省"
"贾汪区","徐州市","江苏省"
"泉山区","徐州市","江苏省"
"丰县","徐州市","江苏省"
"沛县","徐州市","江苏省"
"铜山县","徐州市","江苏省"
"睢宁县","徐州市","江苏省"
"新沂市","徐州市","江苏省"
"邳州市","徐州市","江苏省"
"天宁区","常州市","江苏省"
"钟楼区","常州市","江苏省"
"戚墅堰区","常州市","江苏省"
"新北区","常州市","江苏省"
"武进区","常州市","江苏省"
"溧阳市","常州市","江苏省"
"金坛市","常州市","江苏省"
"沧浪区","苏州市","江苏省"
"平江区","苏州市","江苏省"
"金阊区","苏州市","江苏省"
"虎丘区","苏州市","江苏省"
"吴中区","苏州市","江苏省"
